TF,t
TBX18,4.242523484118383
TBX19,-0.9309110027704873
TBX2,-1.0341628621406742
TBX20,-1.4404452449774454
TBX21,1.169100269507315
TBX3,-1.5965642762822596
TBX4,-0.21234596081367624
TBX5,-0.40085586019656155
TBX6,-5.100047115335455
TCF12,-0.39412069776979375
TCF15,-1.0922171242136776
TCF21,-1.6382218403336377
TCF23,0.8771616349895195
TCF3,0.05880545496368613
TCF4,-1.5840442226905118
TCF7,1.056830418725424
TCF7L1,-3.449127124151279
TCF7L2,1.1497723010585847
TCFL5,-4.411118707438956
TEAD1,1.0362471359153045
TEAD2,0.8535282263998476
TEAD3,5.211696415691315
TEAD4,4.037156439528794
TEF,0.3962767971453947
TERF1,2.695954446224296
TERF2,2.0330091059399495
TET1,-6.168991178946774
TFAP2A,2.289109267356401
TFAP2B,2.1236533699073235
TFAP2C,-1.137614733016361
TFAP2E,-2.407447682612158
TFAP4,2.0339914176514515
TFCP2L1,0.41934184494882654
TFDP1,-0.5867640136432869
TFDP2,-5.074938774892569
TFE3,8.284911393451953
TFEB,0.8812509244237161
TFEC,1.7376724757637503
TGIF1,13.456504948461541
TGIF2,-2.5515792853889856
THAP1,0.44808800256424
THAP10,-9.29070608416517
THAP11,0.9505447699234714
THAP2,-3.1677649216140087
THAP3,-2.9331365350110192
THAP4,-3.2918811488184843
THAP5,-1.9382434131634816
THAP6,-10.684634274163338
THAP7,-2.2330268480578175
THAP8,-6.2319340182020095
THAP9,-7.1674903172196025
THRA,-2.549260116706124
THRB,-0.8114555107301777
TP53,1.1027522361938433
TP63,0.19335204309428558
TP73,0.6373258845747839
TRERF1,-7.524024756771175
TRPS1,-0.28139738409736464
TSC22D1,-1.808982177744303
TSHZ1,-5.551694011362097
TSHZ2,-0.387543329440312
TSHZ3,-0.16533221780357493
TWIST1,-0.08286615354178908
TWIST2,1.6399323766222134
UBP1,2.3873346966606652
UNCX,-2.31697288175204
USF1,3.7713988786336423
USF2,4.035474843599243
VAX1,-0.11905402258887776
VAX2,-0.11905402258887776
VDR,0.6530768204812006
VENTX,0.7033896925176517
VEZF1,1.628219763249176
VSX1,-0.09237754301190734
VSX2,-0.05004992554706426
WIZ,4.278573875292816
WT1,1.7652062678495788
XBP1,-0.1588787200408009
YBX1,-0.3079891284236396
YBX2,-2.220357979192965
YBX3,-16.079657798834877
YY1,-0.24970323158305047
YY2,0.057480383222095366
ZBED1,2.0519316755171926
ZBED2,-1.84088647757924
ZBED3,-4.996222550515303
ZBED4,8.305168515442627
ZBED5,-5.236148493664517
ZBED6,1.181763409140185
ZBTB1,4.604521292080084
ZBTB11,0.4653059501641081
ZBTB12,-6.573262410483696
ZBTB14,-6.39778234937244
ZBTB16,0.11632064165853535
ZBTB17,2.7328203651125067
ZBTB18,0.1285409720899648
ZBTB2,6.35852896695755
ZBTB20,-0.5588223896385525
ZBTB21,19.34439528346185
ZBTB22,-4.242566607310109
ZBTB24,1.032157436538446
ZBTB25,-7.4564040879920785
ZBTB26,-5.733930395836207
ZBTB32,0.20779336917729022
ZBTB33,0.9165053366627217
ZBTB34,-0.31089496514414117
ZBTB37,-9.897980949176214
ZBTB38,0.5119597579841304
ZBTB39,1.698660173859113
ZBTB4,3.229332733264896
ZBTB40,-5.336316892837864
ZBTB41,-4.13605512992239
ZBTB42,3.183407777561129
ZBTB43,11.141426803866954
ZBTB44,-2.7491318226596664
ZBTB45,-1.782453328447365
ZBTB46,-2.6610669676206418
ZBTB47,0.2595730646671735
ZBTB48,-2.5723642242202565
ZBTB49,-2.880140689359772
ZBTB5,4.869200857092448
ZBTB6,-1.1071263909906692
ZBTB7A,-2.508162375086338
ZBTB7B,-1.2145431122016546
ZBTB7C,-0.04075049325610085
ZBTB8B,-2.5276255091645723
ZC3H8,-3.5958975733910155
ZEB1,0.11586568936869333
ZEB2,-0.13182007253470854
ZFAT,-4.312683152062832
ZFHX2,-5.649076029488686
ZFHX3,-1.5007369736880665
ZFHX4,-4.690782014119335
ZFP1,-2.1235769360472765
ZFP14,-10.54810554372952
ZFP2,-4.240284941200012
ZFP28,-2.2441644053094585
ZFP3,-4.196166946093156
ZFP30,-7.57053148927104
ZFP37,-2.610222105214376
ZFP41,-4.087608405422453
ZFP42,-1.5385187405698315
ZFP62,-8.774508101847692
ZFP64,-9.998368084161076
ZFP69,-4.872047541318005
ZFP69B,1.7650260676506895
ZFP82,-3.3721860397257553
ZFP90,-8.806210223567442
ZFP91,8.058161867282045
ZFP92,3.0167641134107903
ZFPM1,0.3685693213646606
ZFPM2,-4.275252935116978
ZFX,1.5298183804868728
ZFY,0.5620918319852506
ZGLP1,3.0271042704136852
ZGPAT,-2.102267283898643
ZHX1,-6.713968510182442
ZHX2,-3.094321733008353
ZHX3,1.8484488147426104
ZIC1,0.14362046914575002
ZIC3,2.163760363417432
ZIC4,-0.05206316442297286
ZIK1,-2.221272861669969
ZIM3,-0.9918236952416204
ZKSCAN1,-0.005249947829734153
ZKSCAN2,-3.0321224918801066
ZKSCAN3,-6.245489786381662
ZKSCAN4,-4.4367453251638675
ZKSCAN5,-7.515523767340792
ZKSCAN7,-6.780730247473742
ZKSCAN8,-3.0469404856318443
ZNF10,-1.7231098190568035
ZNF100,-4.046345820402125
ZNF101,2.601213582153126
ZNF107,-2.3358869203250823
ZNF112,-3.709417255860065
ZNF117,-3.184085534223421
ZNF121,7.607190156269758
ZNF124,1.6784426163235338
ZNF131,7.253142198350789
ZNF132,-5.476334649448418
ZNF133,-6.594334658399456
ZNF134,-1.34353963151584
ZNF135,-6.960653836119217
ZNF136,-1.7526155427517898
ZNF138,-9.723943804748847
ZNF14,-2.677308278850355
ZNF140,-4.455611978550971
ZNF141,-1.2308988493147182
ZNF142,-3.0022065125114326
ZNF143,1.086415284364462
ZNF146,7.797771019565847
ZNF148,-1.5129114568089563
ZNF154,0.14279848664461225
ZNF155,0.3433799337704387
ZNF16,-3.5731776530506285
ZNF160,-2.4648903017066157
ZNF165,2.36675358350043
ZNF169,-4.763987697671979
ZNF17,-3.0930023823834105
ZNF174,6.028000475713666
ZNF175,3.798114411693623
ZNF18,-5.591454373140273
ZNF180,-7.7255461714511675
ZNF181,-4.319926140182066
ZNF182,-9.911527662748762
ZNF184,-4.031690937347939
ZNF189,0.367725584432752
ZNF19,-5.700989505039447
ZNF195,2.5553460092105924
ZNF197,0.43383186027892967
ZNF2,-3.559961475629871
ZNF200,-0.36719283100205546
ZNF202,-4.216874832596666
ZNF205,-3.570032507179238
ZNF207,6.2418012821298055
ZNF208,1.2086666486256545
ZNF211,-4.697483339593318
ZNF212,-3.559050461272537
ZNF213,-2.7102670377287454
ZNF214,-4.077687348717842
ZNF215,2.104487142134022
ZNF217,4.611365803760204
ZNF219,-1.0481580794173881
ZNF22,0.11725957884033544
ZNF221,-2.5057156860677345
ZNF222,-0.4192133457304477
ZNF223,0.4126513106018478
ZNF224,6.850128606109022
ZNF225,-5.407857839600879
ZNF226,-8.81966425839499
ZNF227,-5.453527994737634
ZNF229,-2.325032568483561
ZNF23,-3.845426513714125
ZNF230,-1.3914133223954774
ZNF232,-0.6743124197825293
ZNF233,-4.001009133679424
ZNF234,-4.032516923278382
ZNF235,-4.532264229596616
ZNF236,-8.71187014678176
ZNF239,1.2253916006356438
ZNF24,-0.28592786632077294
ZNF248,-7.081731884712093
ZNF25,-4.257921317878153
ZNF250,-2.4846038521227327
ZNF251,-7.417408281082116
ZNF253,-6.288503884919939
ZNF254,-2.3259703326552654
ZNF256,-0.3164911952370987
ZNF257,-1.7779349624143734
ZNF26,1.232547996588215
ZNF260,-4.40013169734623
ZNF263,-2.2475434300671497
ZNF264,-2.222359929896526
ZNF266,-3.432735639668847
ZNF267,13.617847341712196
ZNF268,6.395834429413354
ZNF273,-3.390849770730747
ZNF274,-1.4380564899118988
ZNF275,0.8823855054167373
ZNF276,-0.1490490603802737
ZNF277,-2.664875349100496
ZNF28,-3.7187686083432214
ZNF280B,-1.9941295866575808
ZNF280C,-1.2197938778880433
ZNF280D,-9.508727581626442
ZNF281,-7.935770094722411
ZNF282,-1.5796707111313746
ZNF283,-5.164997822080076
ZNF284,-2.8147418512454196
ZNF285,-4.118611421170613
ZNF286A,-0.620352645947401
ZNF286B,0.258700998888368
ZNF287,-5.3994317705185
ZNF292,-3.6310114954907986
ZNF296,0.32224008274577165
ZNF3,-1.0730240332946592
ZNF30,-4.50555414145137
ZNF300,1.835067610126716
ZNF302,-5.839131674465299
ZNF304,-1.1508476450890874
ZNF311,-7.027786441711209
ZNF316,-0.5729304600183739
