ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
NR4A1,3.5387657762570823,10.494692128133634,8.470099521982819,5.986887144621635e-10,5.0661039017788275e-6,11.259884906551772
VEGFA,1.9499275097509523,8.229874856679414,7.094146268173133,3.100149365860609e-8,1.2055459955055867e-4,8.074544662100545
HES1,2.299262956191943,5.878047923848442,6.985140486702852,4.2739754035887024e-8,1.2055459955055867e-4,7.809984731891017
SLC25A25,2.5354993072535024,6.293049665512478,6.762574159713889,9.569942717140045e-8,2.0245213818109766e-4,7.016953929252343
SLC20A1,2.5418425169767547,6.594561718614295,6.341884146372472,2.897827629159465e-7,4.904283479589479e-4,6.218296579016881
CX3CL1,1.8191151400299246,4.911551075434039,6.1765082413030665,4.7604119279147733e-7,6.713767622335802e-4,5.801718026845823
SDC4,1.7240990991270682,7.5260128211364385,5.948061454824982,9.468811944592873e-7,0.0011446440953592127,5.222270468572896
EGR1,4.221499677677445,8.787865186800207,5.724810173403489,1.857004730032859e-6,0.0017459971139486723,4.652295300479425
PRKAG2,3.1149770958967524,7.26354094585972,6.000559024204421,1.1430802736142903e-6,0.0012090931594155156,4.620074672251277
KLF10,1.6440555372368495,8.505779493486,5.20505975583898,8.916075899007549e-6,0.007544783425740188,3.316601226602778
GABARAPL1,1.4759919325864006,6.951942225000365,5.147922488869969,1.0590928583831723e-5,0.008147312516034913,3.1694583441541315
BHLHE40,1.6651007281991328,8.532865091805048,4.899302413501456,2.2358418188221087e-5,0.015766411225727237,2.529677939311778
SLC19A2,1.5765451903301662,7.905072722326594,4.837515323479491,2.6904766136645795e-5,0.017512933157561285,2.3709483821943085
SCML1,0.9460386814667858,5.488756783138265,4.519662898581213,6.93552990568046e-5,0.04192032432990576,1.5578011120959587
SMPDL3A,1.4115427669544731,5.7351045273192804,4.48525566206958,7.679268307647352e-5,0.043321312279541266,1.470242946245036
CHORDC1,1.0770845509263776,6.200650883609838,4.4582126092542005,8.318540050200713e-5,0.04399467869049902,1.401504550025459
OSGIN1,1.7308425979077322,5.63073581346405,4.422796160361935,9.235619975580689e-5,0.04597165660786105,1.3115942970374004
ACTG1,1.0735346630672016,8.779422985800306,4.15787884456527,2.007866763570833e-4,0.09439204751853549,0.6437940966762445
PIK3R3,1.2709979360239139,6.4236726759166025,4.082649138119577,2.498114810459758e-4,0.11047966323976476,0.4559524473860339
PDE7A,0.9251328007400303,7.9309836471555455,4.053409825237947,2.718743659479332e-4,0.11047966323976476,0.3831923570625806
FANCC,-1.103518623882608,4.847900304099794,-4.05049499239371,2.7417548192331124e-4,0.11047966323976476,0.3759468986829253
CSRNP1,1.5210978131944621,5.629600768391703,4.042451863718715,3.036126185176261e-4,0.11678045354073417,0.24400927034348197
FOS,3.351819472905035,7.846132272546213,4.013480635326496,3.295637753026934e-4,0.12125081159179964,0.17563247184922748
FOSL2,1.278879141225434,6.426879943684134,3.9665796524396946,3.4922219106483436e-4,0.12225079151191315,0.1679980157194354
ID2,1.0303588788669806,4.47328339344546,3.95486762558208,3.61175819876841e-4,0.12225079151191315,0.1390766937662713
ENC1,1.2073314033958917,4.371490748683107,4.045409490664501,3.8071229632208765e-4,0.12390720967221175,0.08515520238172591
RIOK1,0.9476244517940726,4.9900784311182145,3.9056196409092716,4.1595535365512463e-4,0.12731881831130348,0.017752463868611734
