ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
GADD45A,2.3621580715948056,4.758572573972835,6.919462501958526,1.1949806241740885e-7,3.16035031949541e-5,7.650122009594173
ETS2,1.7788181540982917,5.274032925388171,6.540042827556665,1.6019522294328654e-7,4.108279308391012e-5,7.339786990726863
KDM6B,2.3516403458840394,6.200026646436763,6.450227918603937,2.0950559813198705e-7,5.2148408146794305e-5,7.08356319872503
NOP58,1.3683145186057866,6.439688937206673,6.348389159772131,2.841880929432096e-7,6.716494692580339e-5,6.792396941200686
LMCD1,1.8168125991832706,9.028470342754257,6.33865882592934,2.925976817866304e-7,6.716494692580339e-5,6.764543755823639
FLNC,1.5346041153508896,11.940605717839668,6.33746873642299,2.936432749916962e-7,6.716494692580339e-5,6.761136729745183
DIAPH1,1.4728498870223508,6.970328266959748,6.268158831926498,3.614935678016748e-7,8.050842274488353e-5,6.5625749659147585
ZFP36L1,1.3725371934135548,8.27513451545379,6.232048410481918,4.02883750073561e-7,8.742577376596274e-5,6.459020692225866
DGKD,1.82860328241589,7.861457448363903,6.207858617490472,4.332444485249469e-7,9.166369419666564e-5,6.389613840869775
DNAJA4,1.8699560535812667,6.668953737856824,6.178782291131207,4.7279871193460624e-7,9.759257314884323e-5,6.306148098844262
HES1,2.0080979748481003,5.878047923848442,6.100583853448777,5.981405987710682e-7,1.2052533065237025e-4,6.081480726560357
SLC19A2,1.9809608650352262,7.905072722326594,6.078435682401341,6.393652160731626e-7,1.258359958983064e-4,6.017800609482085
RNF149,1.6721392349090785,4.790949491673905,6.027854641363328,8.330439877842753e-7,1.6022843792314368e-4,5.774740237940898
BCL3,2.6032603186858396,4.920836355254054,6.045435940886118,1.004867688315353e-6,1.8898211658250737e-4,5.60130217724517
PPP1R18,1.5194883976441194,5.143412154325897,5.956983043260527,1.028039620303517e-6,1.8913694144844921e-4,5.578394565575598
SUSD6,1.8068879925788046,5.166209918624287,5.905180645844278,1.0775591322703365e-6,1.9402942417880552e-4,5.519058332831663
FOS,4.979430690401643,7.846132272546213,5.96238813349828,1.133428832113768e-6,1.9983767096205872e-4,5.495136736047554
VEGFA,1.6009678579671016,8.229874856679414,5.82457557948554,1.3741587689964873e-6,2.3733685024525047e-4,5.286737846014751
P2RX5,1.4661575380531744,4.608038583521968,5.911431139536449,1.4769613447198734e-6,2.4999047720728574e-4,5.253644806513872
HBEGF,2.4387174117089057,5.416955769699554,5.814431824614009,1.5702619159465452e-6,2.6057110969912963e-4,5.168945443255869
MT2A,2.0462366470711206,5.843786773796314,5.768845856101049,1.6258500789352547e-6,2.646071003467127e-4,5.1260408998149964
CSF1,1.8607529846212838,5.106907997574766,5.732798388377654,1.812755569315669e-6,2.8945944119091523e-4,5.022074908151883
IRF1,1.8221206486001433,5.36192122280332,5.698751121390028,2.0090131598195545e-6,3.136791613086882e-4,4.923865867664914
IL6R,1.5981435730904359,5.5448541259698665,5.693915357708682,2.0385624331771064e-6,3.136791613086882e-4,4.909916432610861
CEMIP2,2.0273450197854253,5.121192251294541,5.6583271624613225,2.269836258578392e-6,3.430290045776595e-4,4.807253531579332
ARL5B,1.9321551406509627,4.894359899676402,5.68149957225156,2.3320576826351067e-6,3.4624919593229667e-4,4.790994620342894
JUNB,3.8941381973294034,5.819368389585859,5.636610600589606,2.6654803599893406e-6,3.889303497687895e-4,4.6722225133517306
SCML1,1.1583606797021382,5.488756783138265,5.534022963107433,3.303914749306214e-6,4.72876449922082e-4,4.448668538056876
HSPB8,1.4599069795592596,8.124395131396495,5.529184705471535,3.3525448417021056e-6,4.72876449922082e-4,4.4347131796650805
STOM,1.106100811369104,6.69423373154388,5.482652560167474,3.858358974077356e-6,5.352998688133879e-4,4.300510781579416
DNAJB5,1.119005351468708,8.716919590928857,5.4702167187028925,4.006004499336707e-6,5.468196141594605e-4,4.264649892897894
KLF5,1.5827885469621386,4.476725705001999,5.4929011436244934,4.486389592636184e-6,6.02671668610794e-4,4.193393315034171
ZBTB43,1.1301087954142748,7.157333234122934,5.355551726630156,5.663021465893779e-6,7.488461041540476e-4,3.934139457654223
PRKAG2,2.795978212883819,7.26354094585972,5.386053181225396,6.730496276018801e-6,8.501520893126435e-4,3.8258741159719083
B3GNT5,1.697131771012427,7.3272610381115255,5.314135026235135,6.416891501976303e-6,8.354792735573146e-4,3.814844545387335
DOT1L,1.8203888187383477,5.484455011996317,5.298466529141113,6.727500177411918e-6,8.501520893126435e-4,3.7697282485375263
IFRD1,1.8377059504651703,6.9487892903522415,5.286124611074044,6.982682707249454e-6,8.690359375213548e-4,3.734196687417552
PANX1,1.5980252631858738,5.361549346414621,5.2756091556871425,7.207700530363388e-6,8.84040138963266e-4,3.703927806073536
IL1R1,2.0231264931391477,5.258618265126831,5.258547685149811,7.5882748917050265e-6,9.1619062055509e-4,3.654825138492309
AMD1,1.3236975191424492,5.967825482415646,5.254289349796699,7.686344565687273e-6,9.1619062055509e-4,3.6425715048178278
RUNX1,2.294770732789508,5.2700245255221105,5.257285984755435,8.24751729283535e-6,9.694269284620218e-4,3.598185965963367
KIAA0040,1.8935363329716859,5.402341293612965,5.188085696561161,9.384016471350793e-6,0.00108790316982249,3.4521664923788355
OSGIN1,2.0266645233145475,5.63073581346405,5.178705494591231,9.653020892980235e-6,0.0011039664299634017,3.4252049294971263
SLC36A1,1.1164343127061658,4.6160256876427175,5.235892127377497,1.039213414803251e-5,0.0011421900168155732,3.383553709156268
NPIPB4,1.1307011429000071,4.412202940629158,5.182962456649114,1.0288565830708294e-5,0.0011421900168155732,3.3734439925502135
DDX21,1.2962945708050793,6.634185890370088,5.157227602145312,1.0298232079806934e-5,0.0011421900168155732,3.363487509637568
ADAMTS4,3.3620687021903786,5.793973296768254,5.299811910308204,1.1530945512783926e-5,0.0012336083631116377,3.3298973349405587
SBNO2,1.718350165503649,4.69513987622928,5.167486766040328,1.1661192136231954e-5,0.0012336083631116377,3.278235965013611
EIF4E,1.2066659243526603,7.5879410951535045,5.118478270626518,1.1572776677390174e-5,0.0012336083631116377,3.2522018203297636
ENAH,2.6429996447615505,7.1790669613040965,5.050825657970015,1.4185351866428905e-5,0.0014821065783405904,3.0581173673253472
LRRC8B,1.5130541832524118,4.888768088879979,5.06693142320681,1.5660338763249517e-5,0.0016030385463724093,2.9820602998826446
CHST3,1.496630418635232,4.591036435333413,5.036285488915867,1.5909354020296876e-5,0.0016030385463724093,2.973994061255741
MXD1,1.741328522510961,5.016617948240948,5.032263128062752,1.6100469861946685e-5,0.0016030385463724093,2.9626545641140325
ANXA11,1.1918386364690257,7.261634930054687,5.009365717527737,1.606817038778608e-5,0.0016030385463724093,2.939321422761556
LONRF3,1.5053731065723315,4.434627767412379,5.057694950195129,1.739795377962595e-5,0.0016359875870774934,2.9245357816414765
SRPK2,1.3661229589942563,6.233262545312509,5.001087986538577,1.6472827245157156e-5,0.0016210411276251747,2.9156174101190517
RND3,1.9634167132993765,5.147947246861755,5.010176456274672,1.7191313798035084e-5,0.0016359875870774934,2.900406186894225
LIMS1,1.2078362026917748,6.737011702714281,4.988224945980131,1.7121818481482918e-5,0.0016359875870774934,2.8787927931377544
ATP13A3,1.741943459205733,5.831716559773453,4.985778557487144,1.7248093182307964e-5,0.0016359875870774934,2.871790588115549
DDX5,0.9870761969489781,9.226151895116478,4.95638729216358,1.8839458523750842e-5,0.0017520696427088284,2.787700336011393
LITAF,1.523781827281046,5.838020907511252,4.93390473572877,2.0154440882168244e-5,0.0018539894911498898,2.7234216825846476
NUFIP2,0.9080897758463315,7.096402090710142,4.930283559051115,2.0374597795910184e-5,0.0018540883994278268,2.713072366842945
ARID5A,1.9318361847849763,4.970614410669481,4.944962396965588,2.0859888995993754e-5,0.001878055750777608,2.699375718582952
STRIP2,1.2566672995112507,6.363009429930876,4.915668733469864,2.128765994156293e-5,0.0018963943798468112,2.6713141653621806
NIPBL,0.8832882373229776,7.130567829117205,4.9053137430580245,2.195905792256017e-5,0.0019358281999856952,2.6417381579004724
PRKG1,1.0929838304920798,7.42936960473879,4.874142101073827,2.4109625934419543e-5,0.002103502724566934,2.5527611064226106
TAB1,-1.319347872380436,5.387948970133575,-4.86727311618499,2.4610924418788123e-5,0.0021253291158796314,2.533165641971393
PLAU,1.9555770638573127,4.6720592338605025,4.847454720713398,3.192213277814502e-5,0.002728858683852943,2.3713668130532053
UGCG,1.8789285315791693,4.872918167503933,4.88340539706864,3.351997588445797e-5,0.002808708474358097,2.3434637889235574
WNT9A,1.4378681876770516,4.669553339098822,4.866373411236076,3.254339989825804e-5,0.0027541479333895776,2.33686771806365
APOLD1,1.6690179041400857,4.785703607078773,4.789005432383606,3.530741609945486e-5,0.002929477082840063,2.2477419998233
SLC39A14,1.5146428135190373,4.5839930449221535,4.834238248294674,3.56566986581866e-5,0.002929734376157604,2.235780117465282
LDLR,1.5884661223191792,5.640970929720917,4.7568119370462405,3.878346771444164e-5,0.0031336561392531635,2.159211743087506
NR1D1,-1.5650843423767578,6.700619727971692,-4.714323249599694,3.8879108427458606e-5,0.0031336561392531635,2.098026545318093
USP2,1.066612079251243,7.907039494326206,4.708179453304555,3.9598168164252146e-5,0.0031470306698887637,2.0805989734231085
USP28,0.9241702450906999,7.65907238988562,4.706569498737564,3.9788760685111396e-5,0.0031470306698887637,2.0760328609392245
SERPINB1,1.6900348880559433,4.9650778079820626,4.69883449367776,4.0717192220596316e-5,0.003190644423730617,2.0540991475056414
SIK3,1.1550727297727565,6.142400605477105,4.676510542517093,4.351862911305394e-5,0.0033788821851722527,1.990835099110254
RAPGEF3,-1.3630770494911832,4.650767902135718,-4.641892559298446,5.419512929794475e-5,0.004169576174986422,1.8199712755401585
NOCT,1.2881153655920783,4.236265013267666,4.568469152221685,6.707541416176356e-5,0.005114047117576622,1.6179974537770505
TNFRSF10B,1.2018123825369895,4.432302318381004,4.567470140713473,7.139255141168427e-5,0.005394599666045392,1.5461161849610763
PKIG,1.4862070227767292,5.717547528014686,4.50389716315832,7.267057920168737e-5,0.005426329870279658,1.5037791687667266
OSBPL8,1.2614483988665128,5.258118965188325,4.501931022526178,7.309483696229244e-5,0.005426329870279658,1.4982547200663356
AMPD3,1.9118197544094944,5.388127917815649,4.468335688390878,8.073321144049551e-5,0.005941262334094899,1.4039465784499692
TIAM2,1.529978225435939,5.003829636817483,4.458822359387001,8.303564075408882e-5,0.006058022652602187,1.3772715952576435
BRIX1,1.0514112227228671,4.362026266979508,4.519284479619105,9.916934036721048e-5,0.007171873962674632,1.2634762411384006
TNRC6A,-0.8205817430864384,7.187627524546204,-4.395837720496441,9.999777001011539e-5,0.007171873962674632,1.2010197033821939
BACH1,1.2282333317866252,6.308979856321551,4.390717350643083,1.015179662127514e-4,0.007219718891248027,1.1867190298875787
FRMD3,1.0416167720894478,6.332882095554791,4.373485896998764,1.0680282614501856e-4,0.007532269313877435,1.1386249705564246
CCNL1,1.264259394608783,6.805395587782818,4.370593063837812,1.0771621109853935e-4,0.007533903260553211,1.130555717344489
HSPA1A,2.0102207277202995,5.908995448103702,4.32772929763369,1.2218555740965792e-4,0.008475871904573239,1.0111577846008553
PTPN1,1.1426465601506557,5.560155654961906,4.322209010700598,1.241827232814435e-4,0.008485958006571669,0.9958039080588508
NOLC1,1.1987935187894578,6.470574597700081,4.3217879140974835,1.2433638104866914e-4,0.008485958006571669,0.9946329079443545
SPSB1,1.662664699523066,4.627346018552868,4.319160773378407,1.6179677251148313e-4,0.010371685461733594,0.8836671894328036
INSIG1,1.3624587596667403,4.336109658610357,4.306631822346495,1.5026273357336603e-4,0.009888108171148564,0.8635999411963864
NAB1,1.1844548017622185,4.368765578985814,4.28568800700717,1.446591715851462e-4,0.009794004553000737,0.8588718198754544
PVR,1.2829050826133637,4.900738512261943,4.2783336038245,1.4777808510684244e-4,0.009888108171148564,0.838672262104561
ADD3,-1.3906102304275558,5.1667845370106145,-4.258593332044962,1.4964513034785077e-4,0.009888108171148564,0.8192590600822349
RARA,1.4532585893304972,5.571657685562527,4.256141924408043,1.5072266974809932e-4,0.009888108171148564,0.8124707734631587
SLC7A5,1.4240952102899893,4.641866719241075,4.258055718094692,1.6422141697652152e-4,0.010371685461733594,0.8013908835053662
WDR43,1.0442237094486542,6.830464878852024,4.2445065777024045,1.5594186231581447e-4,0.010151815236759522,0.7802662479363764
ETF1,0.8283494099674282,6.740628754368676,4.2371887715323435,1.593148058545538e-4,0.010292222915626632,0.76002497364642
SGK1,1.6125403585831855,7.4162336349592435,4.229137797568914,1.631084235808992e-4,0.010371685461733594,0.7377675060468398
TRIB1,1.315367139794187,6.50964670113017,4.212225969360708,1.7136820823800342e-4,0.01074288256532017,0.6910541683567253
CHORDC1,1.014673692130776,6.200650883609838,4.1998848137272615,1.7765324563750887e-4,0.011054995719339981,0.6570008961354414
CASP4,1.374672404882109,4.432964380699436,4.207592204792856,1.8974259622454406e-4,0.011721106509841726,0.6099227919923811
ZYX,1.1032324375255316,6.295279194375775,4.172305289616692,1.9252701393151402e-4,0.0118069283978435,0.5810088970453968
UTP3,1.0120188345187455,4.340819042531167,4.16554611694343,2.1395178539795046e-4,0.012949999790712683,0.5437230514262072
SOCS3,3.3102115357813418,5.574949672943553,4.2888391803118155,2.4295683195189595e-4,0.014083175813759558,0.5435196640765252
FAM102A,1.468972973890883,4.524860017030687,4.228207082952296,2.1999451523374388e-4,0.013111363256501229,0.5308641311521951
FADS3,1.1063931960024003,4.2678096433439565,4.159285437353907,2.1780688433966968e-4,0.013073047249408684,0.5051928088062656
LRIG3,-0.9791819087387106,4.160060611704686,-4.1650961171086385,2.142266301193165e-4,0.012949999790712683,0.49508645222312797
NOS3,1.1506457271544224,4.396726730880229,4.155850679948708,2.4155560523731506e-4,0.014083175813759558,0.42399346547398054
DLG5,1.278627827873894,5.4870595459685045,4.108070554260403,2.3206014068701575e-4,0.013733741053386114,0.40461992439533034
SQSTM1,0.9708484445524856,8.988380528514119,4.099942410691576,2.3759725243447524e-4,0.013963788523284473,0.3823618269194409
MET,1.0358337486374865,6.7235005949412905,4.084841464507257,2.482296890518502e-4,0.014290937812556517,0.34104724144849285
IDI1,0.9727525833146,5.7424436867674755,4.0638903783624585,2.637554253135971e-4,0.015082176786682246,0.2838097833444859
CCN1,2.4560762199907487,5.704082271962015,4.054888806192126,2.930960368842681e-4,0.016106959481503643,0.25847940839058037
JOSD1,0.9876453520552593,4.303636994559785,4.078997591639664,2.8584352357738114e-4,0.01581107019630965,0.2569765459513995
ITGA5,1.2171058977645979,5.592500138952696,4.050602319011891,2.740904162926485e-4,0.015545850702582409,0.24755777253730216
TNFAIP2,1.0673550884086493,6.217880084384851,4.048780408445445,2.755379422648424e-4,0.015545850702582409,0.24259038117013976
ZMYM3,-1.07806063676178,5.25077820526248,-4.046021298641506,2.777443190526734e-4,0.015566557431409106,0.2350691620359875
PCNT,0.9184374275488514,8.563717802141136,4.042503539686562,2.805824199143877e-4,0.015622164603522783,0.22548238541542176
MBP,0.8399215062460179,7.022004167065382,4.022614870280506,2.9716948602692266e-4,0.016225453937069978,0.17133362154960263
ERRFI1,1.521644973104499,4.444707153484841,4.035581659236255,3.095795141389175e-4,0.016794688642036273,0.14717756504816748
ERMARD,-0.9878932425113032,4.791031581213221,-3.997614491127954,3.1938303523147774e-4,0.017093218669416134,0.1033968970441661
CTSL,1.3448551676513434,6.112020563993679,3.996555133541295,3.2035926587137915e-4,0.017093218669416134,0.10052138680692124
C15orf39,1.02236848644963,4.570329309231599,3.995708403140982,3.211416481669816e-4,0.017093218669416134,0.0982232192918131
ATG16L2,1.193514784080027,4.80913610881222,3.988687138271808,3.277015888146218e-4,0.01723540526483687,0.07917283750427284
SIRT1,1.2223333805290029,5.110093317059839,3.9884916183029495,3.278861216635633e-4,0.01723540526483687,0.07864251120246823
UCK2,1.6245726861945418,4.8296843598670955,4.050513908695345,3.7555706963751857e-4,0.019146623375556143,0.06839493136839891
ARAP2,1.5483679233045393,4.275653513430579,3.9821889239041486,4.090730475224307e-4,0.019782772578184747,0.06373737515976785
B4GALT5,1.2936297020365357,6.262809215058344,3.975980384941641,3.3990755870757166e-4,0.017757022650260364,0.04472602730817421
OSMR,1.4762069985090882,4.889743578814312,3.985609656453716,3.4304620802747346e-4,0.017757560107229352,0.04298525134996911
PXN,0.7430717963732842,7.973872255373711,3.96990415232321,3.459000257010304e-4,0.017757560107229352,0.02826753706774454
WIPF3,1.1350137096923039,5.271091088333185,3.969590011938654,3.462126217290374e-4,0.017757560107229352,0.027416875919369588
FILIP1L,-0.7557527579638226,9.2401369060104,-3.9309309505511223,3.8686029922418617e-4,0.019504422985578525,-0.0770853258312485
TTLL3,-0.8253852270993449,4.392594836227044,-3.930638755463892,3.8718457539609974e-4,0.019504422985578525,-0.07787378540069856
CREB5,1.3387855629516574,5.830130242802369,3.92814729862012,3.899603593750195e-4,0.01952801491947213,-0.0845958761405079
KLHL21,1.1850436492264746,7.288161549993852,3.923614766356981,3.9505996780201427e-4,0.019667014750049686,-0.09682095070043495
CAST,0.7611697785242262,8.253019142827927,3.9212714450931605,3.9772189449299516e-4,0.019683744988855077,-0.10313931456378178
SOCS6,0.8732349717354353,6.679036778973324,3.915745120731079,4.0406899622128634e-4,0.019773722528337666,-0.11803466990452804
UBE2D3,0.687857821887901,7.747315585045326,3.9156207859916945,4.0421292655115404e-4,0.019773722528337666,-0.1183697071141232
DNAJB4,1.1500961030485612,8.657599803539705,3.912770370931201,4.0752630978116894e-4,0.019782772578184747,-0.12604948268059513
FOSB,4.1888873096390125,6.103220983026546,3.9322937914032323,5.146105957309561e-4,0.022220150365668784,-0.1353956846517388
C9orf78,-0.907182443428808,6.011078859471012,-3.90333747123699,4.1868107325038965e-4,0.02013237456203436,-0.15144964270308492
CCNH,0.7352478566017107,5.981124732603349,3.899013531810342,4.2389317676321214e-4,0.020267841553373245,-0.16308528519457344
BAG3,1.1858148813677385,7.863224463148354,3.8968243258666755,4.2655610196536185e-4,0.020280585904117174,-0.16897458930663944
TNC,2.8003586652466534,5.736665436787436,3.9080256733819163,4.7995058923359663e-4,0.02135053132225411,-0.18765954015775677
ANGPTL4,2.223306767068983,5.228135498580905,3.9418320516919514,5.279861096335998e-4,0.02256740629206644,-0.19885258854536314
H1-4,-0.8946509652470089,7.145678043968888,-3.8778484558211344,4.503310283690645e-4,0.021054488426150594,-0.21997132441346068
EIF2AK3,1.282572310245655,4.75741473768535,3.8760330141425703,4.683339605328273e-4,0.02108250163824105,-0.2216610138866164
CRISPLD2,1.24463324448445,6.393676962153243,3.874972672264161,4.540448763819439e-4,0.021054488426150594,-0.22769177651299266
TNFRSF1A,0.8468701880284053,6.215779590824462,3.8734774752897434,4.559875675196229e-4,0.021054488426150594,-0.23170500141183492
BCAR1,1.1618059836509866,4.997785982678016,3.8698011549608933,4.6079862864108374e-4,0.021054488426150594,-0.24157006724737418
KPNA2,1.3855340106601277,4.901334710115389,3.8691468195892096,4.6166009592784354e-4,0.021054488426150594,-0.2433255479881229
CD55,1.1491603047822245,6.571373970346421,3.8690034354709115,4.6184907798751154e-4,0.021054488426150594,-0.2437102105707032
ZFHX4,-0.7731344124825146,6.412423610034454,-3.8684491731725994,4.6258031087205453e-4,0.021054488426150594,-0.2451971030062765
SEH1L,1.0512236021372292,5.20871969538663,3.8683312664282514,4.627360093659471e-4,0.021054488426150594,-0.24551339537586525
NAMPT,1.1565177957648816,7.39140475578202,3.86553450371731,4.6644418498116623e-4,0.02108250163824105,-0.2530148292434884
IRF2BP2,0.8949555830795477,6.181008780653482,3.8590250041899616,4.7518733303558583e-4,0.021277832801482342,-0.2704666071459023
MAT2A,1.2773113338586466,7.531517862535354,3.8541375190506737,4.818564909075428e-4,0.02135053132225411,-0.2835625200051801
RRP12,1.4345550270991456,6.2911430447139685,3.8522241332032214,4.844921040324412e-4,0.021355503523054948,-0.28868768756837415
CHST15,1.4524119121688956,5.1632181045140895,3.849087389040674,4.888432120738477e-4,0.021435648206119033,-0.29708763890221235
BZW1,1.0430912667753844,5.998640770170683,3.8442417225175936,4.956396435636715e-4,0.021621640739584287,-0.31005884181687016
FNBP1L,0.9251760313995794,5.941858445392677,3.8337437392546243,5.106805848724191e-4,0.022163537383462988,-0.3381391770192401
KBTBD8,1.3895156361750836,4.4350664363468555,3.870383118059006,5.793035100555937e-4,0.02391534441756336,-0.3470199584914262
FURIN,1.1617687286415688,5.359169470177612,3.8289514683463595,5.176933533059171e-4,0.02223979111181714,-0.35094792458101054
RICTOR,0.7720979302823308,6.984102396273114,3.8184279362294187,5.334230346816362e-4,0.022685221821661748,-0.3790535174832943
GPATCH8,-0.7144012979237111,7.2846880257201985,-3.8105099704110343,5.455633945063638e-4,0.02301438176400508,-0.4001806167616637
MYH9,1.0615780087012094,8.877644761891194,3.809840712641641,5.46601764689238e-4,0.02301438176400508,-0.4019655832354152
NPHP1,-1.118469213141287,6.845987072739354,-3.804030475842533,5.556975610592797e-4,0.023281527025963783,-0.4174568464642965
VMP1,1.2891835664734703,6.005986681089297,3.7998491189598425,5.62334198800861e-4,0.023347426508592683,-0.42859948531176517
ATP6V1F,0.9577294669613394,4.88605767541589,3.7995649469828554,5.627880193492742e-4,0.023347426508592683,-0.4293565839674871
PNP,2.0067957670745096,4.590785857163563,3.9063249843020906,7.809146929470175e-4,0.030199849943607686,-0.4498674861994969
HNRNPU,0.7771560620234972,7.743982790863114,3.7872101560510343,5.828661935723838e-4,0.023945614544675167,-0.46225109551660726
AFF4,0.7441539098052354,6.90655816437652,3.7803650443956824,5.942881008550939e-4,0.024195262345700318,-0.48045799307318937
WARS,1.1408389921458122,7.488546023027842,3.7801438301191457,5.946608257007759e-4,0.024195262345700318,-0.4810461706489404
PRPF39,-0.9989894730410294,5.354948047773158,-3.7760378818703457,6.016202968375673e-4,0.02436130417290111,-0.4919608364578911
ATF6,0.8391305091232724,5.887189256159949,3.7668289430039286,6.175179384081858e-4,0.02488597291784989,-0.5164234476967735
ANXA2,0.9704030290563921,7.673354609143878,3.7333879347773884,6.787484150008086e-4,0.027223923394084564,-0.6050547105118742
MAP2K3,1.1284074394436985,5.811226501180294,3.7179196264548753,7.090247773281641e-4,0.02830413533268044,-0.6459432095936783
SEMA4C,0.9997158635011854,4.481115893644415,3.7183748450812586,7.297464029943542e-4,0.028859083217482335,-0.6666108505496009
SAT2,-0.864482604376164,5.7634531325759015,-3.709353296492678,7.263507790571879e-4,0.028859083217482335,-0.668557313680461
SOAT1,0.9429189986337088,4.486834333343345,3.7234018130172215,7.952546140876458e-4,0.030453573751238673,-0.6704427926877665
PPP2CA,0.8848428910191259,5.911741430931207,3.704327107907157,7.367068333363723e-4,0.028998836886166134,-0.6818158711966493
TBC1D15,0.8281475945333501,5.82214118568215,3.693610796144483,7.592667377614323e-4,0.02974849260034723,-0.7100595649212309
C12orf10,-0.8404256120896401,4.651735928495672,-3.689464370430447,7.681740994503217e-4,0.02995878987856255,-0.7209786938080045
PYGO1,1.1068476742648583,7.258258399389717,3.683067587122878,7.821144840281e-4,0.030199849943607686,-0.7378138608921461
YARS,1.053387464800907,5.2540533783258825,3.6817298981000945,7.850604971751968e-4,0.030199849943607686,-0.7413328735319764
MNT,0.9769014113527001,4.415211662299914,3.6639772410187192,8.753632860429573e-4,0.03241403491624025,-0.7619700942570597
MCTP1,1.3081734205826656,5.3048628302062495,3.6792516051231097,8.139377918706334e-4,0.03088948669327879,-0.7689137840101754
NIFK,1.0830578999994698,4.948292812305435,3.6711832821290784,8.086667323615676e-4,0.03082768718908084,-0.7690587465172296
HNRNPLL,-0.9975922272163595,4.579855843866825,-3.667006349475249,8.182045584712232e-4,0.030912790974740898,-0.7800302011639939
CEACAM1,1.2980202073470153,5.136742012388057,3.6743429271839037,8.251436744816024e-4,0.03094554393332477,-0.7817185858947289
PER3,-0.9919442947561574,5.807880199178698,-3.663461401048093,8.263846069870493e-4,0.03094554393332477,-0.7893375094209443
