ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
RHOBTB2,1.282783279011884,4.705783220243577,4.73928042128686,3.6088670384741016e-5,0.007833092174534172,2.2421229502698816
GADD45A,1.6476034004720956,4.758572573972835,4.826319662836527,3.933373351269866e-5,0.008181273653966288,2.2015698182216665
MT2A,1.7514377887159194,5.843786773796314,4.707945746808667,3.962577906823601e-5,0.008181273653966288,2.1555391855467088
MAST4,1.4846900892420924,6.788692125091512,4.665580178165027,4.4958982234516405e-5,0.009061375824170985,2.038629908785535
SAT1,1.5114288371137619,6.872628168604466,4.637499445341236,4.887903287499213e-5,0.009622349146204846,1.961243345703937
CPEB4,1.0060024933546083,7.817701183628737,4.621720768276726,5.1228059442535866e-5,0.009855580072296956,1.9177971340062472
TRPM7,1.1320806495137186,6.369722467196853,4.577076539085612,5.849575380543606e-5,0.011003701243622583,1.7950230129643892
OSGIN1,1.8710494021575812,5.63073581346405,4.55856614400146,6.179959154871904e-5,0.011245397524860968,1.744186951564533
CCNL1,1.381944275891862,6.805395587782818,4.555104780282428,6.243752908074016e-5,0.011245397524860968,1.7346854202373434
NOP58,1.0235243569533061,6.439688937206673,4.527718791862925,6.771933302562816e-5,0.011942586542957132,1.6595622894762547
MET,1.19453464022863,6.7235005949412905,4.491460193160457,7.539573233726205e-5,0.012835728098703453,1.5602469280016145
TMEM140,1.4507034407701438,5.414953296610497,4.48957965358705,7.581646839163291e-5,0.012835728098703453,1.5551006477527674
ARRDC1,-0.9416997915296488,4.2394733764641614,-4.523603434667358,8.094721692526032e-5,0.013435650809261344,1.5231173411614911
ZFP36L1,1.0261295848691443,8.27513451545379,4.4423478576121065,8.717684705444337e-5,0.01405829001829706,1.426002805055858
ZBTB43,0.9824402762062583,7.157333234122934,4.43908825326381,8.802000838390363e-5,0.01405829001829706,1.4171047292661854
WNT9A,1.327005772282198,4.669553339098822,4.491166618842601,9.42612632203375e-5,0.014776325799262167,1.3888056748782738
ANGPTL4,2.6359309252034344,5.228135498580905,4.524997985511442,1.1278991406521197e-4,0.01653167379506945,1.254651690077897
ZBTB40,-1.369979768032609,5.6053126896338705,-4.373490466655188,1.0680138936492575e-4,0.016437704744983572,1.238361472224451
C2orf69,1.1654760928326175,4.317388004304505,4.426013232669684,1.1327077142516576e-4,0.01653167379506945,1.2222044772635288
PPARD,1.0671631383974418,6.1654370577296955,4.360737045235802,1.108862319252512e-4,0.01653167379506945,1.2036848110171245
SNED1,1.5107025313537044,6.1376206385283005,4.34730059404025,1.153561129131215e-4,0.016550669420501245,1.1671780686961633
SLC39A14,1.4386313544228884,4.5839930449221535,4.3961556685508025,1.2320454200018821e-4,0.017080484805718867,1.142455060071148
SOAT1,1.1124930816683207,4.486834333343345,4.393016540397512,1.2429769724539732e-4,0.017080484805718867,1.1343305263796397
STOM,0.9140155722982541,6.69423373154388,4.319696819658234,1.2510219231595625e-4,0.017080484805718867,1.0922677258934854
MYL6,-0.9852555861122623,5.457609336353544,-4.2832307632052,1.392270054555005e-4,0.018707247637790664,0.9934957284530181
JUNB,3.061523344402489,5.819368389585859,4.2427746760858644,1.6381537234111786e-4,0.021667142607305668,0.859818525763064
SLC36A1,0.9528103329009303,4.6160256876427175,4.260569267655603,1.7123783668700874e-4,0.022300435193161983,0.8227507305328317
TXLNA,1.4532750967657764,5.694856833677408,4.1981981533366595,1.785295907962034e-4,0.02281417753263833,0.7640548118885269
KLF6,1.4139915910671146,6.819879117774485,4.194296748537591,1.8057293498957686e-4,0.02281417753263833,0.7535585529185367
TNFRSF12A,1.9615836729806126,6.628646944861209,4.171122228226955,1.931916332653682e-4,0.024049517288107967,0.6912680684802259
RUNX1,1.8850535610749501,5.2700245255221105,4.134773404254169,2.2374113972291042e-4,0.02744882243122372,0.5737846073383182
SLC25A25,1.6158084336374872,6.293049665512478,4.126141663615522,2.2936750558270343e-4,0.027737084782251207,0.55101146560472
SH3D19,-0.9970731910311699,5.891601623654563,-4.081525740887891,2.506258430913512e-4,0.02965353540074013,0.45140880640070513
LRIG3,-1.0111404546298064,4.160060611704686,-4.100877448174285,2.5721854973828753e-4,0.02965353540074013,0.44022766672311775
CEMIP2,1.529592497325913,5.121192251294541,4.070425329630119,2.5881351628048846e-4,0.02965353540074013,0.42180293814762937
AFF4,0.840076167602235,6.90655816437652,4.069052492982807,2.5984412232219395e-4,0.02965353540074013,0.41814320652019354
KIAA0040,1.5561396215919174,5.402341293612965,4.065235565596435,2.6273067395812284e-4,0.02965353540074013,0.4079700173208032
TRIM68,-0.9061044564991612,4.206848029120643,-4.080704001433955,2.723930770566485e-4,0.02999518853521564,0.40466766796811715
PDE7A,0.9699925742439603,7.9309836471555455,4.052177899816421,2.728445974260608e-4,0.02999518853521564,0.3731904877730008
PYGO1,1.2753292931310334,7.258258399389717,4.046204458331288,2.775973182131073e-4,0.030126426906076326,0.3572918901750972
LCOR,-0.9447584825169075,6.226968267007212,-4.016493338878038,3.024649155373874e-4,0.032409690000303595,0.27832661055446994
RARA,1.4350569334728656,5.571657685562527,4.007245885621123,3.1063962406480545e-4,0.032869555221357226,0.25378768310193056
SEH1L,1.1381572227665764,5.20871969538663,3.993323290154074,3.233555430100384e-4,0.03379265026641945,0.21687801845823973
DDX21,1.0473980469984836,6.634185890370088,3.9730864367923684,3.427488695569657e-4,0.035382550985362374,0.16330517483130613
ADAMTS4,2.610451818196622,5.793973296768254,4.015826166830986,3.915655305299455e-4,0.03993496645706011,0.11463318788676258
ABHD2,1.0679710744325295,6.912249494214952,3.9210750363127724,3.9794579984330284e-4,0.040102514234209026,0.026041113154328777
SLC11A2,0.879177463811768,5.904299772886251,3.911542836405825,4.0896135999594755e-4,0.04072774014547878,9.524917844903058e-4
LONRF3,1.2105671496719572,4.434627767412379,3.9136815551911965,4.538038721890886e-4,0.043162357057085786,-0.045153941811111764
H1-4,-0.9412111323230263,7.145678043968888,-3.8898057224439757,4.352037518927337e-4,0.042837206508976634,-0.05617871616665138
NCBP3,-0.8445221168566186,4.184863638653101,-3.8950550197826117,4.4377159043735686e-4,0.04290443853706518,-0.06817323779343543
HES1,1.3399151601751083,5.878047923848442,3.8812128544394136,4.4602369654598184e-4,0.04290443853706518,-0.0787319331059857
PPP1R18,1.0335805767480188,5.143412154325897,3.8795292848700744,4.6372213049057176e-4,0.04361564260669656,-0.09345550506432865
MMP2,-1.5821115859921129,5.818724481360383,-3.8607143062625333,4.729031685477984e-4,0.04399038815117707,-0.13246083188677105
EMP1,1.6812964073367107,6.379566113784893,3.83160830951945,5.137939820656026e-4,0.0472746310672318,-0.20857247858084982
CHST15,1.5132321710438896,5.1632181045140895,3.8236417266715925,5.25572701120959e-4,0.04783841844074105,-0.2293679035449836
TACC1,-1.110784166198397,6.2563988984356,-3.8079449578615905,5.495535104584348e-4,0.04948904751096437,-0.27029443178663737
APOLD1,1.3745032109397037,4.785703607078773,3.795056230557142,6.086176247285814e-4,0.05366612701382751,-0.31743612764781304
SCOC,-0.967507456796965,5.4544430438414855,-3.7784946890346154,5.974466320090244e-4,0.053235639367962016,-0.3469092420636217
RHEB,0.9795925735066415,5.490349578364083,3.7662058603011803,6.186081868962152e-4,0.053984724763674864,-0.3788114322065059
ARHGAP18,-1.022691903553171,6.464322914695556,-3.7188519920118424,7.071633528614757e-4,0.06052376046700851,-0.5013650835680892
PPTC7,1.0490668102552165,6.691718662678949,3.7185135806322496,7.078384271983275e-4,0.06052376046700851,-0.5022387090169769
WDR77,-0.8949451523305223,5.08525642829375,-3.709698443596159,7.256448306943687e-4,0.06142583491827831,-0.5249842755340968
ANXA11,0.9217232208423454,7.261634930054687,3.69376673096262,7.589337174549755e-4,0.06309219857832239,-0.56603786538333
AMD1,0.9758181192570685,5.967825482415646,3.6931569615767477,7.602367696383797e-4,0.06309219857832239,-0.5676077378006523
ARL3,-1.1153397808704355,4.628571181601407,-3.6927146031180356,7.839551550812423e-4,0.06380942680541073,-0.5725611384748772
PMP22,1.1002383953026236,6.6184672963609925,3.6884776553789003,7.703086227866888e-4,0.0633074028338769,-0.5796512953252178
AIFM2,0.9441938467944717,4.098696491139523,3.699582883030371,8.483928228026497e-4,0.0671181798600414,-0.6060636280760221
ARL5B,1.3126297774128703,4.894359899676402,3.6801616310592764,8.11876585663e-4,0.06545271712035519,-0.6221726600098529
ETF1,0.7515303245441141,6.740628754368676,3.6653412304522153,8.22037051659063e-4,0.06564663813484875,-0.6391085312260643
KPNA2,1.3705264122518797,4.901334710115389,3.6491279044071447,8.602736971694465e-4,0.06742793376425338,-0.6806831189284264
DIAPH1,0.8980577951586257,6.970328266959748,3.644092994320979,8.724939202438764e-4,0.06775835811802214,-0.6935782757852236
LITAF,1.1792924851597038,5.838020907511252,3.640769283874102,8.806527058732578e-4,0.06777022868379207,-0.7020867515196194
SLC35C2,-1.0640594565694594,4.749000822174905,-3.633301086008943,9.248705316876019e-4,0.0704381788736801,-0.7151459281352857
RAP1GDS1,-0.8871671528669385,4.164240646327705,-3.6273428060947164,9.402851993769466e-4,0.0704381788736801,-0.7380862033517248
ZCCHC8,0.9907381672117852,5.663200944544321,3.620348298249173,9.324233760702192e-4,0.0704381788736801,-0.7542920395484591
PITPNM2,1.049668051484983,4.845303288860917,3.5958196735126973,0.0010260648828348162,0.075194517021643,-0.817480047939485
ZXDC,0.9045524778741951,5.17970702684301,3.5904940766816944,0.001013435191743943,0.075194517021643,-0.8303901056268241
SLC25A30,0.9132053838442351,7.518271538660756,3.584525698623688,0.0010304269314247595,0.075194517021643,-0.8455712578701702
LNX1,-0.9805670920982239,4.271028210469613,-3.5904799057441,0.0011039265676532817,0.07787281995987524,-0.8643588383404728
SEC13,-0.7018402768697811,6.2941745435309535,-3.5758538649633715,0.0010556062563427176,0.07637356376018038,-0.8676096046892905
UGCG,1.4242853289781516,4.872918167503933,3.584224107774559,0.0011974684657586792,0.08109256450117776,-0.8862240086344109
LYSMD1,-0.9314759990185988,4.602166172152633,-3.571996076518956,0.0010958628567275335,0.07787281995987524,-0.8963947334839437
LDLR,1.2356489132164379,5.640970929720917,3.56058402148206,0.001162736181362038,0.08043875130640918,-0.9027285810771088
LPIN1,0.8693464468292422,7.878346758909836,3.5607484675836227,0.0011008905791537501,0.07787281995987524,-0.9059430136058264
ZFHX4,-0.7452826708563007,6.412423610034454,-3.555548208485481,0.001116909689664068,0.07813752498352344,-0.9191235794378381
NCOA1,-0.7098024023316665,6.456937056201356,-3.539180927686489,0.0011688087903943684,0.08043875130640918,-0.9605531484683913
PLAU,1.4725898332954013,4.6720592338605025,3.5343232050080355,0.001285329457782865,0.08567176267820434,-0.9609047805133262
PFKFB2,1.33500808353008,5.783632048253209,3.5321586121581747,0.0011917817133782528,0.08109256450117776,-0.9783026186766346
SOCS3,2.8200139144813603,5.574949672943553,3.602616525910256,0.0013912798185722788,0.09129599739701039,-1.020016149412962
EPS15L1,0.7503948243403453,6.951032625657513,3.508051489919134,0.0012740034671716591,0.08559078848895313,-1.0391165113272995
DGKD,1.0798028826881536,7.861457448363903,3.495187370043259,0.0013200872028819404,0.08730107947184082,-1.071492152771964
ASB2,0.8094766562522384,11.005077740575173,3.4570635282159166,0.001466275539918155,0.0954770957339014,-1.1671236819684951
BCAR1,1.084110544089424,4.997785982678016,3.442962296551773,0.0015241945339867001,0.09849089107020928,-1.2023742437652425
SLC9B2,0.8832472029633864,4.302542563679707,3.5002332221069126,0.0017248047829126084,0.10503937041262755,-1.211700897223765
URM1,-0.7243950597587778,5.813257735843134,-3.4385824363078723,0.001542627375921542,0.09892682376648372,-1.2133095776105458
CHORDC1,0.8696611790624162,6.200650883609838,3.4321378329840244,0.0015701396681872563,0.09993407737748214,-1.2293882905132456
CLU,-1.345492652631318,5.582210356046994,-3.4293050922609334,0.0015823813176278243,0.09996162577402637,-1.2364512947850619
FZD5,0.9606034710286471,4.135763627585886,3.4416655697926246,0.0016063614419799658,0.100724811898966,-1.2395900760042045
SLC20A1,1.4366560784154965,6.594561718614295,3.4176386019825618,0.0016337708633515531,0.10169022322258013,-1.2655112368686519
ZNF841,0.8725479676839769,4.23621530811116,3.420500621966,0.0017007994590202246,0.10439403034585851,-1.2706594343967659
ZFAND5,0.9572496632812584,8.175567183592753,3.4027087738500317,0.0017018755094776697,0.10439403034585851,-1.3026320760942829
SERPINB1,1.2787920923046512,4.9650778079820626,3.389987350438738,0.0017620480644937658,0.1065409776138552,-1.3342015292367817
DNAJB9,1.1664955199085654,5.264564582561601,3.3833511504289553,0.0017942419967451539,0.10738136754111159,-1.3506476431011034
ZNF397,-0.9188548598199118,5.130534073221165,-3.381907938508306,0.0018013176835012222,0.10738136754111159,-1.35422224239867
TRIM25,0.923240732195441,5.046622406824443,3.3783180566851465,0.0018190341513156698,0.10767918944676325,-1.3631106374690383
CNOT3,-1.0410751425608558,4.806615433997056,-3.3755872717550903,0.0018326226199009402,0.1077302116490379,-1.3698689274028792
PKIG,1.1633259757658792,5.717547528014686,3.361353900038284,0.0019050380994012246,0.1112148104236646,-1.405052020339867
ADPRH,1.0177220870931363,4.191012484167426,3.409120101375433,0.0023477336172201785,0.13428084506600546,-1.4166231491418655
KLHL21,1.0616198525438358,7.288161549993852,3.351387935100707,0.001957365567466403,0.11348698307262398,-1.4296440250999556
PFKFB3,1.955699752052662,7.358025571973417,3.2946524462988482,0.002282489794141627,0.13143725243135287,-1.5689643326319143
IRS2,1.1292899443314486,5.360853712827642,3.279763852085388,0.00242551438976312,0.13493227811204042,-1.596575502456023
HDAC4,0.7418073131623961,7.085604721377825,3.2768934287257396,0.0023944531559016878,0.13493227811204042,-1.6123315311083672
CDS2,1.0037433325162004,6.482203459619835,3.2759926721144828,0.002400269624227268,0.13493227811204042,-1.6145280384354637
PARP3,-1.0233111137643753,4.922916263989907,-3.2723643873030808,0.002423835519124763,0.13493227811204042,-1.6233725922391065
ZCCHC17,0.678651477448053,4.689471747508398,3.2677966079310745,0.0024538177086693342,0.13493227811204042,-1.6345003181371958
ZDHHC7,-0.9406218515184444,5.394375668238589,-3.2676534247446063,0.002454763240313553,0.13493227811204042,-1.6348490052615627
E2F6,0.9717078836612973,4.769413285712308,3.262686496573203,0.0024877792344474314,0.13522669918731064,-1.646939960425632
TPCN1,-1.020629843512963,6.2000674554198865,-3.2612789006550957,0.002497212566457819,0.13522669918731064,-1.6503647732519235
TMEM63A,-0.9813624075539513,5.125788859676438,-3.259426823347696,0.0025096767152502962,0.13522669918731064,-1.6548699138867367
DDIT3,0.8885855129480476,5.225760167782097,3.2573065415933775,0.002524018720802727,0.13522669918731064,-1.6600258683077573
UBE2D2,-0.8174825266597034,5.801204433166193,-3.2543019535415687,0.0025444763518380435,0.13546536049250968,-1.6673293100053383
ARHGAP4,0.913150629086712,3.9949047503250443,3.2665631977747207,0.002911998234389031,0.14588456766647856,-1.6766799914862256
HNRNPU,0.6992411378484498,7.743982790863114,3.2489407740132994,0.0025813731389127174,0.13657077263060094,-1.6803525800373658
TRAPPC1,-0.6604932889987243,5.972915208507583,-3.2464923341260326,0.0025983930915308372,0.1366173758994319,-1.6862966547631117
PITPNB,0.8483450326692994,5.204050237284372,3.2385784125364006,0.0026541406096164616,0.1386870386444651,-1.7054936700369492
SDF2,0.8556776847861203,4.507625749281387,3.241691863269885,0.0026849777410046555,0.13943764771536446,-1.711187066116854
MNT,0.8897240854669342,4.415211662299914,3.211038405565274,0.0029727575765352426,0.1471601923121101,-1.7459417430399302
MAT2A,1.118385306344373,7.531517862535354,3.2175518250516584,0.002807850310560709,0.14492959072497805,-1.7563819107232517
NUDT15,-0.8411916631913496,4.356170963146101,-3.2147151071930344,0.002884644175172519,0.14588456766647856,-1.77606074230148
CHD1,0.9898507785937749,5.589351193641347,3.208499108223558,0.002876607726245583,0.14588456766647856,-1.7782386173096638
OSMR,1.2475655073724798,4.889743578814312,3.2115487499374273,0.002908987532293952,0.14588456766647856,-1.783657305458017
PER3,-0.9095834644725258,5.807880199178698,-3.2029528845033353,0.0029195215547006504,0.14588456766647856,-1.791613576066835
SNAP47,0.8385729828450437,4.815691321674378,3.2016417641945902,0.002929755050596734,0.14588456766647856,-1.7947736463462096
SGK1,1.276019791471807,7.4162336349592435,3.1908200394670425,0.0030155341729581923,0.14840986496564593,-1.8208305408780614
BACH1,0.93519503654294045,6.308979856321551,3.1875752943492146,0.0030417161791363133,0.14883310668432886,-1.8286343826906917
UBE2J1,0.9307994043733201,5.523468473903001,3.184336567458107,0.0030680652363627285,0.14886331825220722,-1.8364196141871698
OSER1,0.748356121341522,6.326976896996649,3.1831826903125733,0.003077505102674101,0.14886331825220722,-1.8391922969902037
IMP3,0.6960532146824834,4.858849749699449,3.1739045221534887,0.0031544204512689166,0.15147592092122095,-1.8614679136248755
HEATR1,0.8584664615122222,5.3268515255794835,3.1707187685537574,0.0031812492008914937,0.15147592092122095,-1.869108597821894
ALKBH1,0.873660231982643,4.443789797975507,3.1702518511759488,0.003185199518485213,0.15147592092122095,-1.8702281093169804
ERI3,-0.7172495111147352,6.505158471229619,-3.1644930852946986,0.003234306188962154,0.15295196586348958,-1.8840285583703782
PIGT,-0.8808101264798704,5.72288196606468,-3.1592738593629615,0.0032794330154308263,0.1542244470867886,-1.896524599425569
C15orf39,0.847105076621375,4.570329309231599,3.156656129197244,0.0033022913288168376,0.15444141490847807,-1.9027879469032598
UBR5,0.664474461103195,7.518116366511043,3.1505122241442605,0.0033565367297073673,0.15545620016633194,-1.917477436664572
TLN2,-0.7190054240060713,6.48301723060227,-3.1500424824350475,0.0033607187986342286,0.15545620016633194,-1.9185999193162449
FLCN,0.8289973548895802,5.343265403039387,3.146553242747345,0.0033919384959057064,0.1560476052600098,-1.926934932298943
GDAP2,0.782656492642892,5.3870472230740765,3.1338627695571777,0.003507824188369934,0.16013921938609119,-1.957208116382076
DENND2C,-1.0597080332770643,6.906801866512309,-3.132237333511228,0.0035229359358218064,0.16013921938609119,-1.961080880254218
WARS,0.9907871527377194,7.488546023027842,3.130170486350161,0.003542240764140899,0.16013921938609119,-1.9660037968158548
PRMT2,-0.8064982418346114,6.027679869968193,-3.1286456570282115,0.00355654734135678,0.16013921938609119,-1.9696345931119934
NPHP1,-0.959520224939161,6.845987072739354,-3.1115568777301843,0.0037206776279878418,0.16626844741285873,-2.0102598920342567
STRIP2,0.8339721645605067,6.363009429930876,3.1104090496537986,0.003731955700938353,0.16626844741285873,-2.0129843343910485
USF3,-0.6939498325669025,7.700230619036176,-3.1062040045388897,0.0037735502527729043,0.16724137638598238,-2.0229606313455886
RSU1,-0.8978987686235476,5.299507955709479,-3.0920787349299927,0.003916512764821481,0.17196076628176796,-2.0564186450516972
S100A10,-0.9450994547171963,5.389166096811417,-3.089973664685297,0.0039382527682854385,0.17196076628176796,-2.0613977467021325
CDC42EP4,0.9485169115396275,4.521190944656399,3.0887694901821576,0.003950740177169645,0.17196076628176796,-2.0642451375447344
DENND4A,0.8117409929237205,5.874488897376113,3.0867476462350707,0.003971791309629907,0.17196076628176796,-2.069024627693171
MRTFB,-0.6350342819226178,7.227812952780579,-3.0858082936721765,0.003981607819400652,0.17196076628176796,-2.0712446067596906
REXO4,0.7655475623493571,4.4440496590505765,3.0801188550609084,0.004041557028046844,0.17366385909856108,-2.0846826072523896
HOMEZ,1.0021205974965928,4.082418809906408,3.090236645594132,0.004330720378533477,0.18048246881723756,-2.097249744298149
CERS5,0.9034863247928961,4.080278655827975,3.0825607346078314,0.004158770284057373,0.17706868139994988,-2.1012752195419395
POLR2A,0.6372420525623763,8.43665910039277,3.066608143492526,0.004187361695706689,0.17706868139994988,-2.116539330599628
ARHGAP21,-0.6864218161615092,6.475694130459272,-3.0657138151532464,0.004197186744813009,0.17706868139994988,-2.1186453382290713
ARHGEF11,-1.0130764696410592,4.918295712728866,-3.065052492506815,0.0042044660320602395,0.17706868139994988,-2.1202024351871156
FOSB,3.3155294503624653,6.103220983026546,3.0374247046792706,0.005171709077494223,0.19631622126003856,-2.123085879022706
CCNG2,-0.8403591947657127,4.025392846336531,-3.0623137066635215,0.00446450786512405,0.18257033371147383,-2.123982657702026
SPSB2,0.8665083773641955,4.556671032164094,3.0758874526621973,0.004491013185589897,0.18277128180778116,-2.129888326572903
PLAT,-0.8490190932606563,4.37274559215501,-3.0587178586386443,0.004274800317151638,0.17913952814202286,-2.135108065722009
CCNH,0.603634227757734,5.981124732603349,3.052098112189388,0.004349488911838921,0.18048246881723756,-2.1506663649078863
SBNO2,1.0594154196324634,4.69513987622928,3.0502800429685437,0.004520853531116607,0.18310538344929225,-2.151251182556879
TMEM117,0.9231396781056125,4.052432460229582,3.0513860955580108,0.005254065541318993,0.19855207503243424,-2.155530175780376
NOLC1,0.8853425487666877,6.470574597700081,3.043224967211144,0.0044515394182107594,0.18257033371147383,-2.171491479951394
MTMR14,1.0434818326007216,4.957822009444678,3.0432079380867774,0.004451737430073507,0.18257033371147383,-2.1715314146273794
RPS6KA2,0.81990178556463,5.778467892364705,3.0275965039620467,0.004636809524105621,0.1869075839121623,-2.2080890689326598
ABCC4,0.964384362924096,5.047599187646,3.017793656410748,0.0047567116596845555,0.1908320578162548,-2.2309908368416154
PANX1,0.9578176885909819,5.361549346414621,3.01491785016783,0.004792438415127838,0.19087311473159516,-2.2377014862436355
UBTF,0.9291731295676859,5.582493798280731,3.0140850194412887,0.004802832065898378,0.19087311473159516,-2.239644211825715
FBXO32,1.1176471590513142,9.751423964977194,3.011482680508053,0.004835446326538573,0.1912712764212571,-2.24571268220586
SPSB1,1.1515643188963378,4.627346018552868,2.991457890232476,0.00555457458404851,0.2037236985202435,-2.246286883388051
ITSN2,0.7998156254572928,5.783358638486315,3.0012786052454596,0.004965358631026992,0.1926484902667367,-2.2694793253216727
JMY,0.8595900935051244,5.518958129123293,3.001209552915071,0.004966248880820181,0.1926484902667367,-2.2696400020535448
CHMP1A,-0.8614073483548852,4.463051956477146,-3.0008319301902158,0.004971120005797729,0.1926484902667367,-2.270518649163157
VIRMA,-0.8188100119701094,5.390590557566137,-3.00050306246545,0.004975365890296218,0.1926484902667367,-2.2712838028712774
BZW1,0.8536989389280372,5.998640770170683,2.9998309231567357,0.0049840542667944875,0.1926484902667367,-2.272847475108756
IL1R1,1.2075437305082675,5.258618265126831,2.9926043583295465,0.005078376800863275,0.195402089178671,-2.2896468901250366
PLEKHA7,1.0829927539095139,3.853589814414568,3.0305037870266047,0.00701242636669182,0.23007825269010176,-2.29677682466434
APOL2,0.9686282170644338,4.954361659949809,2.9923811439486614,0.005161015508814809,0.19631622126003856,-2.2998562412858545
MVB12B,-0.8205537710933477,5.422778072544724,-2.9878881717176555,0.005140838572314813,0.19631622126003856,-2.3005980844330827
SMG1,0.6368281756694678,8.648201694940365,2.9767375040296282,0.005291412433498439,0.19907469444250794,-2.3264512896279177
NPIPB4,0.6808887792677623,4.412202940629158,2.975843353759001,0.00538542826397187,0.20171526661292866,-2.3380004009883253
URB1,0.7592417041759321,5.3186593960849775,2.960617946836155,0.005516446087811153,0.2037236985202435,-2.363727218862879
